artist_familiarity;artist_hotttnesss;artist_id;idx_artist_mbtags;artist_name;loudness;song_id;tempo;song_hotttnesss;time_signature;title;key
b'0.6886386535712516';b'0.47878007430730035';b'ARISHTQ1187FB3E6F0';b'0';b'Ben E. King';b'-8.89';b'SOMDTTT12A8C13F1CB';b'86.819';b'nan';b'4';b'Let It Be Me';b'10'
b'0.42196043731099453';b'0.3456373395988333';b'ARLNSD41187FB4D9A0';b'0';b'Sergio Franchi';b'-16.407';b'SOBQSLF12A8C139785';b'69.768';b'0.6417711932865512';b'4';b'Silent Night';b'8'
b'0.464994319368088';b'0.3447211111720015';b'ARHT0B11187B993CB3';b'0';b'Eddy Raven';b'-11.14';b'SOLKBKQ12A8C13400C';b'133.428';b'nan';b'1';b'I WANNA HEAR IT FROM YOU';b'5'
b'0.5968458517450551';b'0.4053520109500235';b'ARKULSX1187FB45F84';b'0';b'Trafik';b'-7.255';b'SOGQTEC12A6D4FC958';b'125.012';b'nan';b'4';b'Smoke';b'10'
b'0.5370882970195974';b'0.3529191836315295';b'ARF3L8J1187B9B7866';b'0';b'Astarte';b'-4.694';b'SOHZHHE12A8C1360C0';b'129.088';b'0.4432913119053975';b'3';b'Oblivious Darkness';b'4'
b'0.44483648644423734';b'0.31872616158614475';b'ARTOCWH11F50C4CE12';b'0';b'The Accursed';b'-7.075';b'SOSTBCB12A58A75D60';b'128.928';b'nan';b'1';b'Slaughter The Gods';b'0'
b'0.5224238291059312';b'0.417591879764777';b'ARJJRZ41187FB4C856';b'0';b'Floor';b'-7.033';b'SOJPZIX12AB018B2BD';b'160.598';b'0.26695518627553855';b'4';b'Heather';b'0'
b'0.36840432673225254';b'0.2618160974506479';b'ARVFGPJ1187B9A2477';b'0';b'Michelle & Vickie';b'-4.116';b'SOFAWJJ12AB0180A39';b'113.373';b'nan';b'5';b'Party For Pink';b'10'
b'0.5197790824585609';b'0.3480000192012373';b'ARNCOPS1187FB5A086';b'0';b'Dolores Keane';b'-12.577';b'SOTIRUS12A8C13F53D';b'149.619';b'nan';b'3';b'Storm In My Heart';b'5'
b'0.5951007522677083';b'0.345015639014518';b'ARDAE2T1187FB50796';b'0';b'Mr. Sancho';b'-8.666';b'SODXZZK12A58A7B5D4';b'100.032';b'0.2237356224398594';b'4';"b""I'm callin""";b'0'
b'0.6164368852568849';b'0.40946490922770284';b'ARAHQDS1187FB55275';b'0';b'Maysa';b'-10.919';b'SONMSFX12AB018CD74';b'103.172';b'nan';b'4';b'Ou\xc3\xa7a';b'9'
b'0.4695351652546732';b'0.0';b'ARGESWU11F4C83BA07';b'0';b'Lauren Wagner & Fred Weldy';b'-26.356';b'SODXIIY12A8AE4677E';b'72.724';b'nan';b'4';b'Social Note';b'2'
b'0.5542264666164733';b'0.4249318351787764';b'ARZ507V1187FB4425E';b'0';b'Ragheb Alama';b'-9.13';b'SOCXIYL12AB0185958';b'151.956';b'0.0';b'4';"b""Al'amadalah Assa'bah (2004 Digital Remaster)""";b'7'
b'0.45269758712869834';b'0.29290676890582723';b'ARPAH7U1187B9A308F';b'0';b'Fred Locks';b'-6.924';b'SOUWRJF12AC46862F7';b'151.537';b'nan';b'4';"b""Mama Don't Know Love""";b'0'
b'0.5724311391250257';b'0.3460582199214695';b'ARC15471187FB4640C';b'0';b'Hurricane';b'-4.618';b'SOCTUML12A8AE45691';b'110.177';b'nan';b'4';"b""I'm On To You""";b'8'
b'0.6929227305760355';b'0.453731585998959';b'ARO41T51187FB397AB';b'0';b'Sasha';b'-9.532';b'SOJVTTZ12A6D4F99D8';b'155.996';b'nan';b'4';"b""Turn It Into Something Special (Svengali's remix f\xc3\xbcr Elisa)""";b'9'
b'0.4950782137324694';b'0.3980361069123988';b'ARBIPSC1187FB522FE';b'0';b'Tony Danza Tap Dance Extravaganza_ The';b'-8.202';b'SOXNBSR12A8C13D3E5';b'139.872';b'0.487956976897315';b'4';b'Cliff Burton Surprise';b'8'
b'0.6468152527424009';b'0.43317302311408973';b'AROIL3N1187B9A9975';b'0';b'BLEED THE SKY';b'-5.992';b'SOIJQRD12AB01882D0';b'116.064';b'0.4574471670851005';b'4';b'Kettle Black';b'1'
b'0.5527198181144033';b'0.3717110940407555';b'AR25WM21187FB461B3';b'0';b'Francis Lai';b'-16.45';b'SOTSDZS12A6D4F65D9';b'85.131';b'0.5317220984213001';b'4';b'Search For Jenny';b'9'
b'0.6599449187584954';b'0.43469691279710654';b'ARDK6QW1187B9B8D85';b'0';b'UK Subs';b'-11.031';b'SOXTBTY12A8C134A43';b'123.26';b'0.4994458348006321';b'4';b'Crash Course';b'10'
b'0.5199396853210472';b'0.35021816030205055';b'ARGP3GD1187B999801';b'0';b'Tony Martin';b'-20.142';b'SOQQXOZ12AB01809E4';b'122.709';b'0.0';b'4';b'September Song';b'4'
b'0.5481851957102345';b'0.36110593753746045';b'AR8TLVX1187B9B2D7D';b'0';b'Mithotyn';b'-7.078';b'SOIDEHN12AAA8C4B80';b'110.897';b'0.5142983312649133';b'7';b'Guided By History';b'0'
b'0.2823175882878433';b'0.0';b'ARVA23V1187B98C54A';b'0';b'Barley Bree';b'-13.515';b'SOUZONQ12A8C13DE81';b'119.017';b'nan';b'4';b'Flight Of Earls';b'5'
b'0.49894614839875884';b'0.33902074672128857';b'AR2G8SU1187FB4A871';b'0';b'James Carter';b'-6.115';b'SOSDWRI12A8C1443CB';b'81.492';b'0.319565986882865';b'4';b'Strange Fruit';b'5'
b'0.5422327171052012';b'0.34154441251964296';b'AR78WG01187B98E404';b'0';b'Johnny Pacheco/Rolando La Serie';b'-10.295';b'SOJBNUB12A6D4FC0D3';b'112.915';b'nan';b'4';b'La Palabra Fin';b'0'
b'0.39145406405090427';b'0.3208501295544305';b'ARQC4R31187B9A0D88';b'0';b'Jo Privat';b'-6.811';b'SOCCANS12A8C139F53';b'127.659';b'nan';b'1';b'Rodriguez Pena';b'4'
b'0.5514349601165499';b'0.3517177511209014';b'ARB1KC91187FB38B13';b'0';b'Carl Smith';b'-11.852';b'SOXVBBS12A58A7E482';b'120.546';b'nan';b'4';b'Hey Joe';b'2'
b'0.514967583468163';b'0.3528954417518173';b'ARQR8Y51187B9B8E9C';b'0';b'La Mancha De Rolando';b'-4.296';b'SOSWVUB12A6D4FCB1D';b'100.046';b'0.4191258929591558';b'4';b'Melodia Simple';b'4'
b'0.5952547644800101';b'0.34870219952008724';b'ARND48J1187B990A0B';b'0';b'Storyville';b'-6.18';b'SOTDILJ12AB0188A2B';b'109.085';b'0.0';b'4';b'Enough';b'0'
b'0.5999446698556915';b'0.3968002189789247';b'ARTE6AQ1187B9B2826';b'0';b'The High Strung';b'-3.765';b'SOKHJSC12A8C14016E';b'139.72';b'0.0';b'4';b'The Luck You Got';b'7'
b'0.5086762010384817';b'0.37788813140317173';b'ARFK98R1187B9B0552';b'0';b'Pursuit Of Happiness';b'-10.133';b'SOTSNQM12AB0183738';b'131.966';b'0.42744657148843085';b'4';b'Down On Him';b'7'
b'0.6810844198440649';b'0.453371188064994';b'ARI4SKQ1187B9B43B0';b'0';b'Beres Hammond';b'-15.121';b'SONBWQQ12A58A7BF65';b'85.56';b'0.0';b'4';b'Missing You For A Mile';b'11'
b'0.48028262297483226';b'0.350657334499842';b'ARV38M11187B99424D';b'0';b'Larry Graham & Graham Central Station';b'-12.546';b'SOHCRES12AC3DF6BD1';b'97.103';b'nan';b'4';b'Turn It Out';b'6'
b'0.4832786573317407';b'0.36062871613623815';b'AR8QHU51187B9A3341';b'0';b'Leo Ku';b'-5.315';b'SOHFMQW12AB0180091';b'117.181';b'nan';b'3';b'Xiao Shuo Xiang';b'2'
b'0.5164437797727629';b'0.38666909170602387';b'ARF4V431187FB3AA41';b'0';b'Slim Whitman';b'-14.573';b'SOTSMYB12A6D4F6519';b'100.398';b'nan';b'4';b'Serenade';b'0'
b'0.7072047439332318';b'0.5196368555463167';b'ARL5BEN1187B98E4D9';b'0';b'Jah Cure';b'-5.142';b'SORRKQZ12AB0185DAD';b'151.744';b'0.0';b'4';"b""I'm Free""";b'0'
b'0.508731241151298';b'0.3329309511939064';b'ARRVUWA1187B9A0FE2';b'0';b'Orquesta Aragon';b'-13.143';b'SOEFDKH12A58A7BECD';b'91.548';b'0.34092275586437804';b'5';b'Eso No Tiene Remedio';b'9'
b'0.33773607169985265';b'0.19708910133658306';b'ARBIXZL12086C11573';b'0';b'The Dee Jays';b'-10.412';b'SOKPIYN12A8C13F84F';b'114.375';b'0.0';b'1';b'Dum Dum (Marble Breaks And Iron Bends)';b'4'
b'0.596602384560081';b'0.39918628529592';b'ARB1CNO1187FB4CE93';b'0';b'45 Grave';b'-10.285';b'SOONSSK12A6D4F94E0';b'173.581';b'0.2148642269321885';b'4';b'Surf Bat (Album Version)';b'9'
b'0.8265136285539465';b'0.6282283873127827';b'ARSF0K11187B9AF319';b'0';b'James Taylor';b'-12.346';b'SOXPVJS12A8C1326A8';b'108.047';b'0.4072330149011048';b'4';b'One More Go Round';b'4'
b'0.6752954694563452';b'0.4426967195814664';b'AR2EO6H1187B9A3B92';b'0';b'Brian Tyler';b'-19.963';b'SOQOVSL12AB01897AB';b'104.988';b'0.21204540548371908';b'3';b'I Dream Of Chi Chi';b'0'
b'0.6157403530616774';b'0.42360891263941286';b'ARBFCK11187FB4C89B';b'0';b'Brian Eno And David Byrne';b'-8.209';b'SOAGYNF12AB0187EEE';b'118.203';b'nan';b'4';b'The Jezebel Spirit';b'1'
b'0.6680556868584198';b'0.4641524390532526';b'ART8F8O1187B9A538D';b'0';b'Herbert Von Karajan';b'-20.536';b'SOFNNDS12A8C138268';b'171.78';b'nan';b'5';b'Variations Sur Un Theme De Haydn Op51';b'10'
b'0.7113800959726605';b'0.4662243003452983';b'ARLIIVS1187FB5583B';b'0';b'Philip Glass';b'-22.104';b'SOHAZVL12A8C142715';b'104.667';b'nan';b'4';b'The Kiss: Chris & The Model Airplane';b'8'
b'0.7058709238378407';b'0.49117895374931125';b'ARDSWIE1187FB39056';b'0';b'Gang Starr';b'-18.7';b'SOLNHID12A58A78106';b'166.092';b'0.5725930448161254';b'4';b'Say Your Prayers';b'0'
b'0.37385062304422495';b'0.1489854809922737';b'AR107SB1187B9A79F9';b'0';b'B\xc3\xa9zu';b'-11.428';b'SOYDKWF12AB018A6B8';b'133.64';b'0.0';b'4';b'Le chacha des gorilles';b'7'
b'0.48592128572111515';b'0.3531562974667231';b'ARXJSHW1187B9A2A52';b'0';b'Nestor Torres';b'-13.006';b'SOCOMNU12AB017EFC2';b'137.908';b'0.23951718017535695';b'5';b'Rhumboso';b'5'
b'0.3440621587425429';b'0.0';b'ARS8WH31187B9B8B04';b'0';b'Edu Lobo';b'-18.581';b'SOQKYWC12A8C136A4F';b'84.853';b'nan';b'1';b'Canto Triste';b'2'
b'0.5193424090643796';b'0.330647740787886';b'ARRVPI51187B9A1F1B';b'0';b'Roommate';b'-7.494';b'SOEQPSU12AB0182FFB';b'85.005';b'0.26695518627553855';b'4';"b""Isn't Radio""";b'9'
b'0.7242849266433012';b'0.5013606133308892';b'AREGV3K1187B9AF614';b'0';b'M\xc3\xb6tley Cr\xc3\xbce';b'-5.938';b'SOIQFYV12A8C13EEB6';b'115.254';b'nan';b'5';b'Wild Side';b'7'
b'0.32902403967128135';b'0.25366003511709817';b'ARSEUOO1187B999569';b'0';b'Adolph Hofner';b'-18.169';b'SOZNFIN12A8C13EDBA';b'118.472';b'0.0';b'4';b'How I Miss You Tonight';b'7'
b'0.7411328018082258';b'0.5425339931632684';b'ARG3UX61187B9AC05A';b'0';b'D.O.W.N.';b'-8.987';b'SOOEQIN12A8C13B8EF';b'117.263';b'0.0';b'4';"b""Hustlin'""";b'1'
b'0.6486922863011286';b'0.3933694061464494';b'ARLBNAC1187FB47151';b'0';b'Alex Gopher';b'-7.83';b'SOPCBZF12AB01836CC';b'127.902';b'0.0';b'4';"b""Aurora (Rory's Cassette Jam Remix)""";b'9'
b'0.5132644760400453';b'0.33407266881677433';b'AR32PK91187FB4D6E2';b'0';b'Philip Bailey';b'-7.884';b'SORGQGD12AB0185998';b'109.963';b'nan';b'4';b'Sometime Ago';b'8'
b'0.6467714140597289';b'0.0';b'AR5M35O1187B9A0D74';b'0';b'SOL';b'-6.364';b'SONUVBD12AB0186112';b'62.076';b'nan';b'4';b'Puedes ser feliz';b'0'
b'0.37019116502419075';b'0.2859898082677068';b'AR7JPF81187B988D23';b'0';b'Charlie McCoy';b'-13.027';b'SOCHSUI12A8C131C44';b'90.81';b'nan';b'3';b'Night Life';b'7'
b'0.6088248054637592';b'0.42865098878987407';b'ARONPP01187B995FB5';b'0';b'Cockney Rejects';b'-3.132';b'SOZFOCS12A8C142CA3';b'84.59';b'nan';b'4';b'Big Time Charlie';b'2'
b'0.5451592956008632';b'0.35155586118563925';b'ARC43071187B990240';b'0';b'Wayne Watson';b'-7.831';b'SOGJUBN12AB017CF98';b'125.908';b'0.0';b'4';b'Somebody Sing';b'1'
b'0.7102691666979191';b'0.39490889693257647';b'AR1Y37Q1187B9B66D2';b'0';b'Suicide';b'-5.75';b'SOASAPT12AB01836BB';b'144.94';b'nan';b'4';b'Shadows of the thought';b'0'
b'0.5045657618752406';b'0.34948848236169633';b'ARZEA421187FB5B5BA';b'0';b'Lee Michaels';b'-15.069';b'SOAVVDB12A8C136842';b'123.474';b'0.2486177236433898';b'3';b'My Lady';b'5'
b'0.7981586559379212';b'0.4753930634423814';b'AR2KSTE1187FB57A36';b'0';b'Petra';b'-11.403';b'SOJDKQV12A6D4FAF0E';b'107.531';b'0.0';b'4';"b""Don't Let Your Heart Be Hardened (This Means War Album Version)""";b'0'
b'0.6238237678518292';b'0.4411063591444711';b'ARALUUG1187FB58696';b'0';b'Irma Thomas';b'-9.675';b'SOHROMP12A6D4FEFC7';b'99.492';b'0.0';b'1';b'The Same Love That Made Me Laugh  [LP Version]';b'0'
b'0.6214143284038942';b'0.44393019272579715';b'ARMIMHT1187B98F038';b'0';b'Teena Marie';b'-11.037';b'SOLWUMG12A8C13106C';b'81.947';b'0.26695518627553855';b'4';b'How Can You Resist It';b'9'
b'0.3977728757878008';b'0.38347574490669173';b'ARUWLCL1187FB549B8';b'0';b'Yamandu + Dominguinhos';b'-16.21';b'SOKGAEA12AB017F671';b'118.239';b'nan';b'4';b'Chorando Baixinho';b'9'
b'0.7722721609278159';b'0.5001193350750798';b'AREV2491187B9B017E';b'0';b'Mobb Deep';b'-5.16';b'SOCJAYM12A8C138772';b'87.747';b'0.6366359710042119';b'4';b'Up North Trip';b'6'
b'0.4772717663045136';b'0.34719488409731486';b'ARK9K3O1187B98F504';b'0';b'Cherrelle';b'-6.222';b'SOGJYMK12AB018272A';b'145.607';b'0.0';b'4';b'Into My Eyes';b'8'
b'0.8144481104168003';b'0.6079718095629023';b'ARFVYJI1187B9B8E13';b'0';b'Pearl Jam';b'-12.246';b'SOELNMY12A8C13759B';b'138.291';b'nan';b'7';b'4/20/02';b'7'
b'0.47161281018282714';b'0.2916990799372148';b'ARASWKT1187B9923B7';b'0';b'Felix Slatkin/Concert Arts Symphonic Band';b'-16.325';b'SOGRSCQ12A8C1367FE';b'122.774';b'nan';b'4';b'El Capitan (1998 Digital Remaster)';b'3'
b'0.5892596782086101';b'0.38958978111331777';b'AR8XG9J1187FB418C1';b'0';b'Jerry Butler';b'-18.341';b'SOCTKFG12AB017D983';b'87.758';b'nan';b'1';b'He Will Break Your Heart';b'11'
b'0.6874540954568543';b'0.4486291115925325';b'AR7H21J1187FB40C69';b'0';b'Mr. Lif';b'-7.144';b'SOOSLVC12A8C13E51E';b'107.32';b'0.41967427880955327';b'3';b'For You';b'10'
b'0.40982763502826935';b'0.2918834217879059';b'AR23EC41187FB4805D';b'0';b'The American Boychoir';b'-33.595';b'SOSFVMZ12A6D4F5951';b'87.76';b'nan';b'4';b'Intermezzo';b'4'
b'0.5202049113174553';b'0.36150980217715184';b'ARWGIOC1187FB4CBEF';b'0';b'Jim Chappell';b'-23.69';b'SONFHHG12A58A7D321';b'86.39';b'0.0';b'4';b'Almost Us';b'7'
b'0.579309488079539';b'0.3702735189662959';b'ARK0VFZ1187FB4309B';b'0';b'Shirley Caesar';b'-9.116';b'SOHNAWQ12A6D4FCFF9';b'115.508';b'nan';b'4';b'Healed (LP Version)';b'1'
b'0.725402920778495';b'0.4549573948202216';b'ARVXKTV1187FB44139';b'0';b'Arsonists Get All The Girls';b'-3.424';b'SOGMWOY12AB017FA59';b'129.824';b'0.7314733570496581';b'3';b'Violence in Fluid Triceratops';b'1'
b'0.5559041225130544';b'0.3954788611599233';b'ARHWVGW1187FB41479';b'0';b'The Paul Butterfield Blues Band';b'-13.705';b'SOQPXJH12A8C13C3EA';b'77.207';b'0.24919965586187243';b'1';b'Pretty Woman (LP Version)';b'3'
b'0.6361091708718015';b'0.3715736244848654';b'ARC4HSQ1187FB55940';b'0';b'RyanDan';b'-9.81';b'SOVCDEV12A6D4FCD04';b'142.196';b'0.710631125447114';b'4';b'Wind Beneath My Wings';b'8'
b'0.5856831498303938';b'0.3604457658067229';b'AR78ZID1187B9B31ED';b'0';b'Mikey Dread';b'-14.883';b'SOCKVDU12A58A7CB2B';b'145.618';b'nan';b'4';b'Rainbow Jungle (Dub / Instrumental Reggae Music)';b'9'
b'0.5971133628313751';b'0.37655698104593144';b'AR82GTS1187FB5662F';b'0';b'Mary Black';b'-12.67';b'SOXNVHD12A8C13CD75';b'42.75';b'0.3347065490692206';b'4';b'Sweet Love';b'2'
b'0.8130130889348834';b'0.5485336545339214';b'ARXDQJB1187FB57154';b'0';b'Faithless';b'-9.0';b'SOULDME12AB01887C6';b'128.067';b'nan';b'4';b'Salva Mea';b'5'
b'0.7734913244983689';b'0.5004591506589332';b'ARJ8PZJ1187B99314F';b'0';b'Aiden';b'-7.192';b'SOCQLKZ12AB0183796';b'0.0';b'0.6939479344908139';b'0';b'Black Market Hell';b'2'
b'0.35908199343880004';b'0.2735605257300925';b'ARSKPIJ11F50C50608';b'0';b'Marquez the Greatest';b'-14.041';b'SOKVOPA12A8C1407BC';b'75.367';b'nan';b'7';b'Declaration of Independence';b'9'
b'0.7483207030670265';b'0.5458659170701919';b'AROF4LP1187FB41C51';b'0';b'Selena';b'-8.573';b'SOFOHYX12A6D4F814D';b'85.772';b'0.34580223396532944';b'7';b'Tu Robaste Mi Corazon';b'10'
b'0.4939261446863902';b'0.31962677591740224';b'ARKC83D1187B9AB367';b'0';b'Mark Lowry';b'-14.848';b'SOHLAGO12AB0188518';b'77.069';b'nan';b'5';b'A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version)';b'3'
b'0.7910222776308049';b'0.6200086814402549';b'ARVSQHB1187B992FF0';b'0';b'Drowning Pool';b'-6.379';b'SOKMGFN12AB0180B99';b'166.064';b'0.0';b'4';b'Reborn (Explicit)';b'11'
b'0.41578460769961484';b'0.30790209386949613';b'ARDQO721187FB3C6D9';b'0';b'Rodney O & Joe Cooley';b'-10.803';b'SOOIUAA12AB01870D5';b'123.696';b'0.0';b'4';b'Your Chance To Rock';b'4'
b'0.23183750348947407';b'0.0';b'AR49IWV1187FB3C663';b'0';b'D\xc3\xa9d\xc3\xa9 Saint Prix_ Pakatak';b'-12.878';b'SOKUCRV12AB017F645';b'98.18';b'nan';b'7';"b""Nom' Mayi""";b'9'
b'0.3254338832248477';b'0.33630437746304376';b'ARGHMTX1187FB456CA';b'0';b'Los Indios Tabajaras';b'-18.696';b'SOSGVRE12AB01832AC';b'128.162';b'0.0';b'4';b'Sue\xc3\xb1o Salvaje';b'11'
b'0.6213619102466308';b'0.3950738187400653';b'ARLGUTA1187B9B605F';b'0';b'Terror Squad / Remy / Prospect / Armageddon';b'-5.511';b'SOICCPU12A8C138AC4';b'181.3';b'0.4733465411087876';b'7';b'Hum Drum';b'11'
b'0.3432648281095668';b'0.20149957735873547';b'ARFEXDH11F4C840CAC';b'0';b'The Bureau De Change';b'-8.571';b'SODSXCY12AAA8C598D';b'93.909';b'0.0';b'4';b'Seasick';b'11'
b'0.5003993096971188';b'0.4332438337235128';b'AR9OTFC11C8A415220';b'0';b'D.A.D.';b'-8.889';b'SOXUVWM12AB018BE30';b'150.526';b'0.0';b'4';b'Wild Talk [Live]';b'6'
b'0.4893181616985732';b'0.25116592509237207';b'ARM86R71187FB4CBB4';b'0';b'Christian Quast';b'-10.711';b'SOTXBEP12A8C1377BA';b'125.057';b'nan';b'4';b'You Are!';b'8'
b'0.4858555956731805';b'0.362960597112094';b'AR9LT7R1187FB4543A';b'0';b'Darden Smith';b'-17.864';b'SOEWDGW12A58920580';b'165.76';b'nan';b'4';b'Perfect Moment';b'6'
b'0.8168428537891667';b'0.5678891454617726';b'AR7C6G11187B9B4C1E';b'0';b'Jennifer Lopez featuring Ja Rule';b'-8.147';b'SOWHHLO12CF5F8917D';b'83.49';b'nan';b'4';"b""I'm Real""";b'5'
b'0.4929157764573099';b'0.4421537800223109';b'ARCDQRB11F4C844880';b'0';b'G.G. Allin';b'-10.557';b'SOMTMGI12A8C138611';b'208.517';b'nan';b'1';b'Assface';b'10'
b'0.6880033488369731';b'0.4693403742592461';b'ARSL3N21187B98DFC5';b'0';b'Klaus Badelt';b'-16.683';b'SOAESFB12A8C13573F';b'121.667';b'0.42512465831305757';b'5';b'Time Travel';b'2'
b'0.6876196662345889';b'0.417068912495152';b'ARXK4YK1187FB4D0C4';b'0';b'Dub Pistols feat. TK';b'-5.603';b'SOCKRCU12A8C143B0C';b'100.019';b'0.5248222581905113';b'4';b'Revitalise';b'10'
b'0.4533462201790493';b'0.372897266928606';b'AR62YZW1187B9A22D7';b'0';b'Fred Simon';b'-21.392';b'SONBAWZ12A8C135A8B';b'70.891';b'0.6024348558104229';b'1';b'The Christmas Song (Chestnuts Roasting On An Open Fire)';b'3'
b'0.4871408009458939';b'0.30672097559350214';b'ARYORUX11F4C846890';b'0';b'Perfection';b'-7.264';b'SORSTPO12AB017FE28';b'100.168';b'nan';b'3';b'What Is This';b'10'
b'0.5262845426581672';b'0.4301069130098044';b'ARUIRXF1187FB45BC6';b'0';b'JK';b'-8.345';b'SOJWEFZ12A8C13B69D';b'86.719';b'nan';b'1';b'Hit my heart';b'4'
b'0.7734913244983689';b'0.5004591506589332';b'ARJ8PZJ1187B99314F';b'0';b'Aiden';b'-5.249';b'SOCWGLQ12A8C13D14A';b'143.021';b'0.7132176922634441';b'4';b'She Will Love You (Album Version)';b'5'
b'0.5291027999696011';b'0.41136413214629225';b'ARNSTES1187FB4FC9B';b'0';b'Shinehead';b'-9.893';b'SOSKAWG12A8C1359AD';b'209.649';b'nan';b'4';b'Olivia';b'10'
b'0.5453643529928158';b'0.4045752263997647';b'ARQ30G91187B9B8C12';b'0';b'Steinski';b'-18.604';b'SOITFJA12AB01824A9';b'110.048';b'0.3552855364230894';b'4';b'Silent Partner (Peace Out)';b'8'
b'0.8019892159693104';b'0.5803452713778326';b'AR74Q3R1187B9B24C3';b'0';b'Nightwish';b'-6.003';b'SOJELTQ12A8C1301E2';b'96.711';b'0.717851349065084';b'4';b'The Poet And The Pendulum';b'7'
b'0.5891227854207696';b'0.4159495646273592';b'ARR6CVD1187FB3F2BF';b'0';b'David Phelps';b'-8.582';b'SOIYXSW12A8AE4885B';b'83.594';b'0.0';b'4';b'One King (Album Version)';b'0'
b'0.5716816265745298';b'0.5400077502099329';b'AR3FE581187FB3F90A';b'0';b'DJ Envy';b'-3.991';b'SOYEKDD12A6702113B';b'135.059';b'nan';b'3';"b""Why Wouldn't I (featuring Fabolous & Paul Cain)""";b'9'
b'0.5932626547558714';b'0.3720690582283289';b'AR0DSOO1187B9B855E';b'0';b'Wailing Souls';b'-5.788';b'SOOVSAM12A81C218AF';b'86.752';b'nan';b'1';b'Firehouse Rock';b'9'
b'0.27388724049069946';b'0.1782752049376969';b'AR94U5D1187B995563';b'0';b'Turibio Santos';b'-16.407';b'SOQTOMY12AB0184AAE';b'105.72';b'nan';b'1';b'Dengoso';b'2'
b'0.464994319368088';b'0.3447211111720015';b'ARHT0B11187B993CB3';b'0';b'Eddy Raven';b'-11.712';b'SOVMCUJ12A6D4F778E';b'158.832';b'0.0';b'4';b'Like A Hurricane';b'0'
b'0.5657387804127691';b'0.3695057504791091';b'ARSFVDS1187B990F14';b'0';b'Tranzas';b'-6.991';b'SOIFKVI12A8C131696';b'75.826';b'0.46967696540132287';b'7';b'Un nuevo amor (version salsa)';b'1'
b'0.6247237675785525';b'0.4035096733630853';b'ARCZ20M1187FB49687';b'0';b'Tony Joe White';b'-9.653';b'SOPJHMG12A6D4FA978';b'136.621';b'0.3347065490692206';b'4';b'Menutha';b'2'
b'0.5766453163671337';b'0.3939458140967192';b'ARYXELS1187B9A5991';b'0';b'Albert Ayler';b'-16.181';b'SOEWUBS12A6D4F8DB0';b'67.598';b'nan';b'5';b'Ghosts_ Second Variation';b'7'
b'0.5964151206634225';b'0.011561804076308956';b'ARRP4SJ11C8A414CFA';b'0';b'From Dying Skies';b'-3.343';b'SOENUOD12AB0188E35';b'87.539';b'0.4719728539916754';b'4';b'Expeditions';b'9'
b'0.45685284602087284';b'0.3403854297065707';b'AR80OOA1187B98E726';b'0';b'Love Jones';b'-7.327';b'SOALKSA12A8C140F94';b'87.799';b'0.21204540548371908';b'4';b'I Like Young Girls';b'0'
b'0.44104996018435266';b'0.35300068828370523';b'ARSF4161187B9B449F';b'0';b'The Gone Jackals';b'-14.007';b'SOUZLIE12AB0186874';b'99.593';b'0.6245360492594896';b'4';b'Drop The Hammer';b'0'
b'0.5296806732679338';b'0.3508567303896128';b'ARQHJLT11F50C4C101';b'0';b'Bomb Squad';b'-6.759';b'SOTHMMZ12A58A7EA1D';b'95.88';b'nan';b'4';b'Flipside';b'0'
b'0.4558575662031043';b'0.37529659216883504';b'ARGP3HD1187B9A3CB5';b'0';"b""V'ro""";b'-6.982';b'SOOCAJK12AB01866EE';b'67.987';b'nan';b'3';b'Softcore';b'5'
b'0.27790004019564646';b'0.11615613420763671';b'ARRESZG1187B9A3FBF';b'0';b'Les Hou-Lops';b'-5.144';b'SOQMSPF12AB018C5DF';b'95.735';b'nan';b'4';b'Quand on est amoureux';b'3'
b'0.4724287354213482';b'0.2799779538120907';b'ARWPHDF1242077F0B8';b'0';b':Blacks On :Blondes';b'-7.971';b'SOBLAUT12AB01830D0';b'128.033';b'nan';b'7';b'Superconstellation';b'1'
b'0.8457688664485438';b'0.7888059351620142';b'ARF2EHS1187B994F4E';b'0';b'Kings Of Leon';b'-6.391';b'SOZAPQT12A8C142821';b'102.066';b'0.7461609129098018';b'4';b'Ragoo';b'11'
b'0.48118021177808756';b'0.37949565056873846';b'ARUUXNF1187B98FB36';b'0';b'Charlie Peacock';b'-12.094';b'SOZLEZA12A58A7EE61';b'130.441';b'0.0';b'4';b'Tears Falling Down';b'0'
b'0.5889385097500909';b'0.3779615323167277';b'AR1XE381187FB4C685';b'0';b'Kane';b'-13.869';b'SOXMJIX12A8C13C3FE';b'120.611';b'nan';b'4';"b""My Heart's Desire""";b'9'
b'0.5687802186424834';b'0.3777472016354005';b'AR9B5JX1187FB55D84';b'0';b'Richard Hell & The Voidoids';b'-14.009';b'SOABFQI12A58A7D162';b'123.182';b'0.6943086880508273';b'4';b'Another World (Album Version)';b'7'
b'0.5832908241349808';b'0.3859983263341833';b'AR5OQSV1187B9953AF';b'0';b'Eastmountainsouth';b'-8.843';b'SOTDFAQ12A6D4FB3E1';b'125.986';b'0.7339908785242064';b'4';b'Hard Times';b'6'
b'0.6646909389368294';b'0.4292610290645234';b'ARIF3EV1187B9B8522';b'0';b'Paul Taylor';b'-6.514';b'SOWRPTG12AAF3B1C29';b'126.649';b'0.2707759989463275';b'5';b'Dream State';b'5'
